,X,Y,Z,color_category
0,-3.208972916128637,4.0748880231481905,7.663205821721545,C
1,6.042415468819019,11.418881312682611,12.475097107097676,H
2,6.6831631207519155,18.245033280216937,-9.663125593677558,F
3,-6.154977776270839,15.430185523213028,-8.302665928796442,E
4,6.243080402298816,16.674209331188756,-0.5553843929243737,B
5,6.071036893038688,13.834788251584781,-0.6085064739893021,B
6,2.8869514800977867,14.57058997215921,-4.502497339218137,A
7,12.236866341917628,17.925535696825488,3.7922975150193197,G
8,-6.013469326031911,5.141638590813651,-8.43614662094492,E
9,4.256577367415831,10.286492952646286,-10.605474808452774,F
10,0.7034775613292489,4.552855815605688,-5.033342084326437,A
11,3.964730034265451,20.76656654349702,13.41967022227975,H
12,12.631217953541455,19.73571150118258,-0.009579106244677185,G
13,6.073066749363036,0.7871529548226018,2.8066476941329825,B
14,6.367281585896403,14.717497083350436,0.9378363482896319,B
15,6.412553735192313,19.49532828991135,1.1192834465211143,B
16,1.8960141417600462,3.8779273593396706,7.3191202229902625,C
17,-9.449303927777043,11.903387784609476,-2.14267307956989,E
18,-6.958314576778909,19.229078048844883,5.225522956107391,D
19,2.7566874424818497,0.5680064088384212,7.008888751871467,C
20,-5.1465550029378475,14.61585794738296,-9.07938067636762,E
21,5.6948610161481215,6.2393086931193915,-1.507300856409608,B
22,2.8725749622410355,19.674399412010136,6.78328262706225,C
23,-2.504450519088312,20.281026445895307,7.8015437752326555,C
24,-8.410912945391912,19.976013995257354,3.5418521953069466,D
25,11.002653461487993,10.05818442715332,-5.374544324520683,G
26,6.204299783288439,18.130959311224593,1.9369123531837389,B
27,-9.55406797507835,17.911399417655993,-1.3851726447591486,E
28,-6.611156874312546,6.738320485369055,-7.663421250318865,E
29,2.2981987501980528,17.446140876731018,-4.53134231818842,A
30,-5.621600837364346,0.7718482637235905,-8.667356204584387,E
31,6.321533048271228,12.644024336364977,0.10741107358340173,B
32,3.1071822163475025,4.939832506422853,-4.348429819024046,A
33,6.396196843489005,2.469336872573234,11.971935436543383,H
34,4.414073426892117,1.4840925147535156,13.025370922698855,H
35,11.955670008492536,14.60176622970137,-2.963275457529124,G
36,1.9448837028862695,7.057370382689624,7.4311600995783325,C
37,4.492015464969567,15.213749744642456,-3.4497521458523344,A
38,1.7321827671379988,1.4962269702462037,-10.901682270420025,F
39,-7.7803114884544655,6.575366928934138,4.797470585691669,D
40,5.3952393177319395,11.325034801750926,-2.1634425349734547,A
41,-9.279239357044178,16.610988735099074,0.2782603692853449,D
42,1.3676270046195227,6.778645649793997,-4.648351820051383,A
43,9.91845773380016,12.91902997177873,8.83454426466853,H
44,4.683402265779953,18.5448626834834,5.360081001407174,C
45,-0.22210181163297543,12.954255321056342,-10.847444096284768,F
46,1.5503064711005652,5.012156865468995,7.5255102369813365,C
47,-9.515269205984728,0.4632261679366779,-1.830269374357036,E
48,-8.942692097569463,18.08442108131534,-4.286379997020635,E
49,6.497491725947346,0.5086287724547436,1.0290996942635213,B
50,3.8516115099785635,18.305198887485624,13.490308070284163,H
51,10.174829650193926,10.988713148662415,-6.266405522449909,G
52,7.275278460690303,19.657987129799494,11.49871740363352,H
53,10.903868469692494,16.755995415481387,7.120441842964145,H
54,-6.2343035781159655,20.896141854746265,-8.327249321582979,E
55,9.161999550886694,7.144391518776006,10.037507709532768,H
56,4.140201162138189,16.200660687242376,-3.861603561534013,A
57,6.285458817260722,8.568036689921957,1.7478831947035494,B
58,2.0954731709790395,10.142540225516036,-4.675435600505543,A
59,0.42983412357631223,13.06384616054329,7.7675761368316865,C
60,-4.085008353192294,18.327070244518364,7.243898218661449,D
61,4.0016705883451715,20.665100721662252,6.103753114552599,C
62,12.493262230558836,16.193621130111072,-0.47297626823808436,G
63,-1.448568241415229,8.839936474385818,7.952267175902892,C
64,3.5187039272466474,8.775079667940625,6.382133505720621,C
65,-9.117395594713273,15.497427889008078,-3.8770216621217406,E
66,5.821020387514607,5.060048101595873,-1.3317316634036205,B
67,11.863103484623302,2.4655386079739645,-3.460593607722277,G
68,3.5106262762024296,7.517515964438779,-4.26975039925582,A
69,1.5836729134927168,6.110924493473268,13.941842210239525,H
70,10.149494246368153,6.230853192368728,-6.7262475630862255,G
71,6.2202936401628435,5.0468086865684585,1.963688206421088,B
72,0.435181506789979,0.9249332619595493,-4.5682058623629445,A
73,12.33047748448463,0.289243838384333,-2.1732205353352416,G
74,4.161448477395122,20.88250718146918,-10.651505278809406,F
75,6.548853151233172,9.053026135707013,-9.564271857875175,F
76,9.996321481023003,8.026555188240467,-6.769723768147479,G
77,3.5617653831067657,14.224643639814543,-4.208726567908253,A
78,-1.8501131845313952,4.612989199680423,7.924579269511642,C
79,5.067193449316878,19.995503342481488,-2.7373871485129335,A
80,12.280224560569476,16.532974529289714,3.5338467965269422,G
81,-4.1047669847334,1.9087619159017382,-9.640302957611114,E
